BOM_url,Title,Domestic_Total_Gross,Release_Date,Budget,UK_Total_Gross,Actors,Genre,Country,British,
http://www.boxofficemojo.com/movies/?id=burtwonderstone.htm,The Incredible Burt Wonderstone,22537881,3/15/13,30000000,919831,"['Olivia Wilde', 'Jay Mohr', 'Jim Carrey', 'Alan Arkin', 'Steve Buscemi', 'Steve Carell', 'James Gandolfini']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=butler.htm,Lee Daniels' The Butler,116632095,8/16/13,30000000,6804034,"['Robin Williams', 'Jane Fonda', 'David Oyelowo', 'Forest Whitaker', 'Mariah Carey*', 'Lenny Kravitz', 'Oprah Winfrey', 'Liev Schreiber', 'Minka Kelly*', 'Terrence Howard', 'James Marsden', 'John Cusack', 'Cuba Gooding, Jr.', 'Vanessa Redgrave', 'Alex Pettyfer*', 'Alan Rickman']",Drama,['USA'],1,
http://www.boxofficemojo.com/movies/?id=butterflyeffect.htm,The Butterfly Effect,57938693,1/23/04,13000000,3868369,"['Logan Lerman*', 'Ashton Kutcher', 'Amy Smart']",Sci-Fi,"['USA', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=cabinfever.htm,Cabin Fever,21158188,9/12/03,1500000,4792578,"['Rider Strong', 'Jordan Ladd', 'James DeBello', 'Cerina Vincent']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cache.htm,Cache,3647381,12/23/05,,2667906,"['Carla Jo Bailey', 'Ylfa Edelstein', 'Noelle Grant', 'Ave Maria Green']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cadillacrecords.htm,Cadillac Records,8195551,12/5/08,12000000,40454,"['Eric Bogosian', 'Norman Reedus', 'Emmanuelle Chriqui', 'Adrien Brody', 'Beyonce Knowles', 'Mos Def', 'Jeffrey Wright', 'Shiloh Fernandez', 'Tammy Blanchard', 'Gabrielle Union', 'Cedric the Entertainer']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=calendargirls.htm,Calendar Girls,31041759,12/19/03,10000000,35807288,"['Helen Mirren', 'Julie Walters']",Comedy,"['UK', 'USA']",1,
http://www.boxofficemojo.com/movies/?id=call2013.htm,The Call,51872378,3/15/13,13000000,1845743,"['Michael Eklund', 'Halle Berry', 'Morris Chestnut', 'Michael Imperioli', 'Abigail Breslin']",Thriller,['USA'],0,
http://www.boxofficemojo.com/movies/?id=calvary.htm,Calvary,3600006,8/1/14,,4891035,"['Brendan Gleeson', 'Domhnall Gleeson', ""Chris O'Dowd"", 'Kelly Reilly']",Comedy,"['Ireland', 'UK']",1,
http://www.boxofficemojo.com/movies/?id=camp.htm,Camp,1629862,7/25/03,,897861,['Anna Kendrick*'],Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=canasong.htm,Begin Again,16170632,6/27/14,,2630129,"['Mark Ruffalo', 'Mos Def', 'Keira Knightley', 'Hailee Steinfeld', 'Catherine Keener']",Comedy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=candy.htm,Candy,45128,11/17/06,,25795,"['Geoffrey Rush', 'Abbie Cornish', 'Heath Ledger']",Drama,['Australia'],0,
http://www.boxofficemojo.com/movies/?id=capote.htm,Capote,28750530,9/30/05,7000000,2829014,"['Chris Cooper', 'Catherine Keener', 'Amy Ryan', 'Clifton Collins, Jr.', 'Philip Seymour Hoffman']",Drama,"['USA', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=captainamerica.htm,Captain America: The First Avenger,176654505,7/22/11,140000000,585504,"['Derek Luke', 'Neal McDonough', 'Dominic Cooper', 'Samuel L. Jackson*', 'Chris Evans', 'Hugo Weaving', 'Hayley Atwell', 'Toby Jones', 'Tommy Lee Jones', 'Stanley Tucci', 'Sebastian Stan']",Action,['USA'],1,
http://www.boxofficemojo.com/movies/?id=captainphillips.htm,Captain Phillips,107100855,10/11/13,55000000,25642369,"['Tom Hanks', 'Catherine Keener']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=captivity.htm,Captivity,2626800,7/13/07,,1599336,"['Elisha Cuthbert', 'Daniel Gillies', 'Pruitt Taylor Vince', 'Michael Harney']",Horror,"['USA', 'Russia']",0,
http://www.boxofficemojo.com/movies/?id=capturingthefriedmans.htm,Capturing the Friedmans,3119113,5/30/03,,435442,"['Arnold Friedman', 'Elaine Friedman', 'David Friedman', 'Seth Friedman']",Documentary,['USA'],0,
http://www.boxofficemojo.com/movies/?id=carnage2011.htm,Carnage,2547047,12/16/11,,1673225,"['Jodie Foster', 'Christoph Waltz', 'Kate Winslet', 'John C. Reilly']",Drama,"['France', 'Germany', 'Poland', 'Spain']",1,
http://www.boxofficemojo.com/movies/?id=carrie2013.htm,Carrie,35266619,10/18/13,30000000,2893937,"['Portia Doubleday', 'Judy Greer', 'Julianne Moore', 'Gabriella Wilde', 'Chloe Moretz', 'Ansel Elgort']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=carriers.htm,Carriers,104352,9/4/09,,111544,"['Piper Perabo', 'Chris Pine', 'Christopher Meloni']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cars.htm,Cars,244082982,6/9/06,120000000,30858370,"['Larry the Cable Guy', 'Bonnie Hunt', '(Voice)', 'Paul Newman', 'Owen Wilson', 'Michael Keaton*']",Animation,['USA'],0,
http://www.boxofficemojo.com/movies/?id=casademipadre.htm,Casa De Mi Padre,5909483,3/16/12,,53626,"['Will Ferrell', 'Gael Garcia Bernal', 'Diego Luna']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=casanova.htm,Casanova,11304403,12/25/05,,1998984,"['Sienna Miller', 'Lena Olin', 'Jeremy Irons', 'Oliver Platt', 'Heath Ledger']",Comedy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=cashback.htm,Cashback,25343,7/20/07,,6103,"['Michelle Ryan', 'Sean Biggerstaff', 'Erica Ellis', 'Jay Bowen']",Comedy,['UK'],1,
http://www.boxofficemojo.com/movies/?id=cassandrasdream.htm,Cassandra's Dream,973018,1/18/08,,239955,"['Sally Hawkins', 'Ewan McGregor', 'Tom Wilkinson', 'Colin Farrell']",Drama,"['USA', 'UK', 'France']",1,
http://www.boxofficemojo.com/movies/?id=catchafire.htm,Catch a Fire,4299773,10/27/06,,199437,"['Derek Luke', 'Tim Robbins']",Drama,"['France', 'UK', 'South Africa', 'USA']",0,
http://www.boxofficemojo.com/movies/?id=catchandrelease.htm,Catch and Release,15539051,1/26/07,25000000,99234,"['Kevin Smith', 'Jennifer Garner', 'Timothy Olyphant']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=catchingfire.htm,The Hunger Games: Catching Fire,424668047,11/22/13,130000000,55501664,"['Jena Malone', 'Lenny Kravitz', 'Donald Sutherland', 'Philip Seymour Hoffman', 'Woody Harrelson', 'Sam Claflin', 'Elizabeth Banks', 'Jeffrey Wright', 'Josh Hutcherson', 'Jennifer Lawrence', 'Liam Hemsworth', 'Stanley Tucci', 'Amanda Plummer']",Action,['USA'],1,
http://www.boxofficemojo.com/movies/?id=catfish.htm,Catfish,3237343,9/17/10,,43602,"['Yaniv Schulman', 'Ariel Schulman', 'Henry Joost', 'Angela Wesselman-Pierce']",Documentary,['USA'],0,
http://www.boxofficemojo.com/movies/?id=catinthehat.htm,The Cat in the Hat,101149285,11/21/03,109000000,13828494,"['Dakota Fanning', 'Alec Baldwin', 'Mike Myers']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=catsanddogs2.htm,Cats & Dogs: The Revenge of Kitty Galore,43585753,7/30/10,85000000,7570467,"['Neil Patrick Harris', '', ' ', ""Chris O'Donnell"", 'Sean Hayes ', 'Michael Clarke Duncan', '(Voice)', 'Christina Applegate', 'Joe Pantoliano ']",Comedy,"['UK', 'USA']",0,
http://www.boxofficemojo.com/movies/?id=catwoman.htm,Catwoman,40202379,7/23/04,100000000,2562405,"['Sharon Stone', 'Halle Berry', 'Benjamin Bratt']",Action,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cave.htm,The Cave,15007991,8/26/05,,2985547,"['Piper Perabo', 'Morris Chestnut', 'Lena Headey', 'Cole Hauser']",Horror,"['USA', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=caveofforgottendreams.htm,Cave of Forgotten Dreams,5304920,4/29/11,,959905,"['Werner Herzog', 'Jean Clottes', 'Julien Monney', 'Jean-Michel Geneste']",Documentary,"['Canada', 'USA', 'France', 'Germany', 'UK']",0,
http://www.boxofficemojo.com/movies/?id=cellular.htm,Cellular,32003620,9/10/04,25000000,1914470,"['Jason Statham', 'William H. Macy', 'Jessica Biel', 'Kim Basinger', 'Chris Evans']",Thriller,"['USA', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=centurion.htm,Centurion,123570,8/27/10,12000000,175581,"['Olga Kurylenko', 'Michael Fassbender', 'Imogen Poots*', 'Dominic West']",Action,"['UK', 'France']",1,
http://www.boxofficemojo.com/movies/?id=chaletgirl.htm,Chalet Girl,1710,10/14/11,,3063763,"['Bill Nighy', 'Felicity Jones']",Comedy,"['UK', 'Germany', 'Austria']",1,
http://www.boxofficemojo.com/movies/?id=changeling08.htm,Changeling,35739802,10/24/08,55000000,7565982,"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Jeffrey Donovan', 'John Malkovich']",Thriller,['USA'],0,
http://www.boxofficemojo.com/movies/?id=changeup.htm,The Change-Up,37081475,8/5/11,52000000,3125732,"['Olivia Wilde', 'Alan Arkin', 'Jason Bateman', 'Leslie Mann', 'Ryan Reynolds']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=changinglanes.htm,Changing Lanes,66818548,4/12/02,45000000,4395522,"['Sydney Pollack', 'Toni Collette', 'Amanda Peet', 'Samuel L. Jackson', 'Ben Affleck']",Thriller,['USA'],0,
http://www.boxofficemojo.com/movies/?id=chappie.htm,Chappie,31569268,3/6/15,49000000,3542889,"['Dev Patel', 'Sharlto Copley', '(Voice)', 'Sigourney Weaver', 'Hugh Jackman']",Sci-Fi,"['USA', 'Mexico']",1,
http://www.boxofficemojo.com/movies/?id=charliebartlett.htm,Charlie Bartlett,3951699,2/22/08,12000000,388748,"['Kat Dennings', 'Hope Davis', 'Robert Downey, Jr.', 'Anton Yelchin']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=charliechocolate.htm,Charlie and the Chocolate Factory,206459076,7/15/05,150000000,65842139,"['Christopher Lee*', 'Johnny Depp', 'AnnaSophia Robb*', 'Freddie Highmore', 'Helena Bonham Carter']",Adventure,"['USA', 'UK', 'Australia']",1,
http://www.boxofficemojo.com/movies/?id=charliesangels2.htm,Charlie's Angels: Full Throttle,100830111,6/27/03,120000000,19623936,"['Drew Barrymore', 'Cameron Diaz', 'Bernie Mac', 'Lucy Liu', 'Rodrigo Santoro*', 'Justin Theroux', 'Crispin Glover', 'John Cleese*', 'Carrie Fisher*', 'Demi Moore', 'Robert Patrick', 'Matt LeBlanc*', 'Shia LaBeouf*', 'Luke Wilson*']",Action,['USA'],0,
http://www.boxofficemojo.com/movies/?id=charliestcloud.htm,Charlie St. Cloud,31162545,7/30/10,44000000,2078312,"['Zac Efron', 'Donal Logue', 'Kim Basinger', 'Amanda Crew', 'Ray Liotta']",Drama,"['USA', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=charliewilsonswar.htm,Charlie Wilson's War,66661095,12/21/07,75000000,9096666,"['Emily Blunt', 'Philip Seymour Hoffman', 'Tom Hanks', 'Amy Adams', 'Julia Roberts', 'John Slattery*']",Drama,"['USA', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=charlottesweb.htm,Charlotte's Web,82985708,12/15/06,85000000,21667491,"['', ' ', 'Kathy Bates', 'Oprah Winfrey ', '(Voice)', 'Dakota Fanning', 'John Cleese ', 'Julia Roberts']",Family,"['USA', 'Germany']",0,
http://www.boxofficemojo.com/movies/?id=cheaperbythedozen.htm,Cheaper by the Dozen,138614544,12/25/03,40000000,12950898,"['Piper Perabo', 'Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Ashton Kutcher', 'Tom Welling']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cheaperbythedozen2.htm,Cheaper by the Dozen 2,82571173,12/21/05,,11100702,"['Piper Perabo', 'Eugene Levy', 'Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Taylor Lautner*', 'Tom Welling']",Comedy,"['USA', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=chef.htm,Chef,31424003,5/9/14,,2584350,"['John Leguizamo', 'Sofia Vergara', 'Jon Favreau', 'Scarlett Johansson', 'Bobby Cannavale', 'Oliver Platt', 'Dustin Hoffman', 'Robert Downey, Jr.']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cheri.htm,Cheri,2715657,6/26/09,23000000,11743,"['Rupert Friend', 'Michelle Pfeiffer', 'Felicity Jones', 'Kathy Bates']",Romance,['USA'],1,
http://www.boxofficemojo.com/movies/?id=chernobyldiaries.htm,Chernobyl Diaries,18119640,5/25/12,,2551018,"[u'Ingrid Bols\xf8 Berdal', u' Dimitri Diatchenko', u' Olivia Taylor Dudley', u' Devin Kelley']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=chickenlittle.htm,Chicken Little,135386665,11/4/05,150000000,23557158,"['(Voice)', 'Garry Marshall*', 'Zach Braff*', 'Patrick Stewart*']",Animation,['USA'],0,
http://www.boxofficemojo.com/movies/?id=chihwaseon.htm,Chihwaseon,64029,2/14/03,,50622,[],Unknown,"['UK', 'Germany', 'France']",0,
http://www.boxofficemojo.com/movies/?id=childrenofmen.htm,Children of Men,35552383,12/25/06,76000000,9203229,"['Michael Caine', 'Clive Owen', 'Julianne Moore']",Sci-Fi,"['USA', 'UK']",1,
http://www.boxofficemojo.com/movies/?id=chimpanzee.htm,Chimpanzee,28972764,4/20/12,,197793,"['(Narrator)', 'Tim Allen*']",Documentary,"['Tanzania', 'USA']",0,
http://www.boxofficemojo.com/movies/?id=chloe.htm,Chloe,3075255,3/26/10,14000000,205245,"['Amanda Seyfried', 'Julianne Moore', 'Liam Neeson', 'Max Thieriot']",Drama,"['USA', 'Canada', 'France']",1,
http://www.boxofficemojo.com/movies/?id=choke.htm,Choke,2926565,9/26/08,,255520,"['Sam Rockwell', 'Clark Gregg', 'Kelly Macdonald', 'Anjelica Huston']",Comedy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=chokingman.htm,Choking Man,5474,11/9/07,,2778,"[u'Octavio G\xf3mez Berr\xedos', u' Eugenia Yuan', u' Mandy Patinkin', u' Aaron Paul']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=christmascarol09.htm,A Christmas Carol,137855863,11/6/09,200000000,32201450,"['Jim Carrey', 'Gary Oldman', 'Cary Elwes', 'Robin Wright Penn', 'Colin Firth']",Animation,['USA'],1,
http://www.boxofficemojo.com/movies/?id=christmaswiththekranks.htm,Christmas with the Kranks,73780539,11/24/04,60000000,7779700,['Tim Allen'],Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=chronicle2012.htm,Chronicle,64575175,2/3/12,12000000,10899971,"['Dane DeHaan', 'Michael B. Jordan', 'Alex Russell']",Sci-Fi,['USA'],0,
http://www.boxofficemojo.com/movies/?id=chroniclesofriddick.htm,The Chronicles of Riddick,57761012,6/11/04,105000000,5622927,"['Karl Urban', 'Colm Feore', 'Linus Roache', 'Judi Dench', 'Alexa Davalos', 'Vin Diesel', 'Thandie Newton']",Sci-Fi,['USA'],1,
http://www.boxofficemojo.com/movies/?id=chuckandlarry.htm,I Now Pronounce You Chuck and Larry,120059556,7/20/07,85000000,8362218,"['Adam Sandler', 'Ving Rhames', 'Steve Buscemi', 'Dan Aykroyd', 'Jessica Biel', 'Kevin James', 'Jamie Chung*', 'Nick Swardson*']",Comedy,[],0,
http://www.boxofficemojo.com/movies/?id=chumscrubber.htm,The Chumscrubber,52597,8/5/05,,185,"['Glenn Close', 'Camilla Belle', 'Rory Culkin', 'Ralph Fiennes', 'William Fichtner', 'Jamie Bell', 'Justin Chatwin']",Comedy,"['USA', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,Cinderella,195032000,3/13/15,95000000,22231214,"['Richard Madden', 'Helena Bonham Carter', 'Cate Blanchett', 'Stellan Skarsgard', 'Lily James', 'Hayley Atwell']",Fantasy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=cinderellaman.htm,Cinderella Man,61649911,6/3/05,88000000,4178054,"['Russell Crowe', 'Renee Zellweger', 'Rosemarie DeWitt*', 'Paul Giamatti']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cinderellastory.htm,A Cinderella Story,51438175,7/16/04,19000000,6978479,"['Chad Michael Murray', 'Jennifer Coolidge', 'Hilary Duff']",Comedy,"['USA', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=cirquedusoleil.htm,Cirque Du Soleil: Worlds Away,12512862,12/21/12,,180992,"['Erica Linz', 'Igor Zaripov', 'Lutz Halbhubner', 'John Clarke']",Concert,['USA'],0,
http://www.boxofficemojo.com/movies/?id=citizenfour.htm,Citizenfour,,10/24/14,,146864,"['Edward Snowden', 'Glenn Greenwald', 'William Binney', 'Jacob Appelbaum']",Documentary,"['Germany', 'USA', 'UK']",0,
http://www.boxofficemojo.com/movies/?id=citybythesea.htm,City by the Sea,22448879,9/6/02,40000000,125339,"['Frances McDormand', 'James Franco', 'Eliza Dushku', 'Robert DeNiro']",Drama,['USA'],0,
http://www.boxofficemojo.com/movies/?id=clashofthetitans10.htm,Clash of the Titans,163214888,4/2/10,125000000,29242160,"['Mads Mikkelsen', 'Sam Worthington', 'Ralph Fiennes', 'Alexa Davalos', 'Gemma Arterton', 'Nicholas Hoult*', 'Liam Neeson']",Fantasy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=clashofthetitans2.htm,Wrath of the Titans,83670083,3/30/12,150000000,12364609,"['Sam Worthington', 'Bill Nighy', 'Ralph Fiennes', 'Danny Huston*', 'Edgar Ramirez', 'Toby Kebbell', 'Liam Neeson', 'Rosamund Pike']",Fantasy,"['USA', 'Spain']",1,
http://www.boxofficemojo.com/movies/?id=cleaner.htm,Code Name: The Cleaner,8135024,1/5/07,20000000,207202,"['Elizabeth Hurley', 'Cedric the Entertainer', 'Lucy Liu']",Action,['USA'],1,
http://www.boxofficemojo.com/movies/?id=clerks2.htm,Clerks II,24148068,7/21/06,5000000,919288,"['Rosario Dawson', 'Jason Mewes', '(Cameo)', 'Ben Affleck*', 'Kevin Smith']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=click.htm,Click,137355633,6/23/06,82500000,15086867,"['Adam Sandler', 'Kate Beckinsale', 'Jonah Hill*', 'Katie Cassidy*', 'Rob Schneider*', 'Christopher Walken', 'Nick Swardson*', '(Cameo)']",Comedy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=client9.htm,Client 9: The Rise and Fall of Eliot Spitzer,189416,11/5/10,,3454,"['Eliot Spitzer', 'Michael Schwendeman', 'Kim Allen', 'Lloyd Constantine']",Documentary,['USA'],0,
http://www.boxofficemojo.com/movies/?id=closer.htm,Closer,33987757,12/3/04,27000000,15885209,"['Clive Owen', 'Natalie Portman', 'Julia Roberts', 'Jude Law']",Romance,"['USA', 'UK']",1,
http://www.boxofficemojo.com/movies/?id=cloudatlas.htm,Cloud Atlas,27108272,10/26/12,,2524295,"['Halle Berry', 'Susan Sarandon', ""James D'Arcy"", 'Jim Sturgess', 'Jim Broadbent', 'Tom Hanks', 'Keith David', 'Hugo Weaving', 'Hugh Grant', 'Ben Whishaw']",Sci-Fi,"['Germany', 'USA', 'Hong Kong', 'Singapore']",1,
http://www.boxofficemojo.com/movies/?id=cloudy2.htm,Cloudy with a Chance of Meatballs 2,119793567,9/27/13,78000000,20100028,"['', ' ', 'Andy Samberg*', 'Neil Patrick Harris*', 'Will Forte*', 'Benjamin Bratt*', 'Terry Crews* ', '(Voice)', 'Bill Hader ']",Animation,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cloverfield.htm,Cloverfield,80048433,1/18/08,25000000,18663002,"['Lizzy Caplan', 'Jessica Lucas', 'Mike Vogel']",Action,['USA'],0,
http://www.boxofficemojo.com/movies/?id=clubdread.htm,Club Dread,5001708,2/27/04,,113975,"['Elena Lyons', 'Dan Montgomery Jr.', 'Tanja Reichert', 'Nat Faxon']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=coachcarter.htm,Coach Carter,67264877,1/14/05,30000000,3005306,"['Samuel L. Jackson', 'Channing Tatum', 'Ashanti Douglas']",Drama,"['USA', 'Germany']",0,
http://www.boxofficemojo.com/movies/?id=cocainecowboys.htm,Cocaine Cowboys,150056,10/27/06,,1985,"['Jon Roberts', 'Al Sunshine', 'Sam Burstyn', 'Mickey Munday']",Documentary,['USA'],0,
http://www.boxofficemojo.com/movies/?id=cockandbullstory.htm,Tristram Shandy: A Cock and Bull Story,1253413,1/27/06,,1843665,"['Kelly Macdonald', 'Gillian Anderson', 'Steve Coogan', 'Naomie Harris']",Comedy,['UK'],1,
http://www.boxofficemojo.com/movies/?id=coffeeandcigarettes.htm,Coffee and Cigarettes,2198924,5/14/04,,621513,"['Cate Blanchett', 'Bill Murray', 'Roberto Benigni', 'Steve Coogan', 'Alfred Molina']",Comedy,"['USA', 'Japan', 'Italy']",1,
http://www.boxofficemojo.com/movies/?id=coganstrade.htm,Killing Them Softly,15026056,11/30/12,15000000,4413834,"['Richard Jenkins', 'Brad Pitt', 'James Gandolfini', 'Ray Liotta']",Thriller,['USA'],0,
http://www.boxofficemojo.com/movies/?id=coldcreekmanor.htm,Cold Creek Manor,21386011,9/19/03,,248013,"['Sharon Stone', 'Stephen Dorff', 'Juliette Lewis', 'Dennis Quaid', 'Kristen Stewart']",Thriller,"['USA', 'Canada', 'UK']",0,
http://www.boxofficemojo.com/movies/?id=coldlightofday.htm,The Cold Light of Day,3763583,9/7/12,,1892814,"['Bruce Willis', 'Henry Cavill', 'Sigourney Weaver']",Action,"['USA', 'Spain']",1,
http://www.boxofficemojo.com/movies/?id=coldmountain.htm,Cold Mountain,95636509,12/25/03,79000000,16651409,"['Brendan Gleeson', 'Jena Malone*', 'Giovanni Ribisi*', 'Ray Winstone*', 'Cillian Murphy*', 'Lucas Black*', 'Donald Sutherland*', 'Philip Seymour Hoffman*', 'Nicole Kidman', 'Jude Law', 'Natalie Portman*', 'Renee Zellweger']",Romance,"['USA', 'UK', 'Romania', 'Italy']",1,
http://www.boxofficemojo.com/movies/?id=coldweather.htm,Cold Weather,141358,2/4/11,,2698,"[u'Cris Lankenau', u' Trieste Kelly Dunn', u' Ra\xfal Castillo', u' Robyn Rikoon']",Thriller,['USA'],0,
http://www.boxofficemojo.com/movies/?id=collateral.htm,Collateral,101005703,8/6/04,65000000,15364828,"['Mark Ruffalo', 'Tom Cruise', 'Jamie Foxx', 'Bruce McGill', 'Jason Statham*', 'Javier Bardem*', 'Peter Berg', 'Jada Pinkett-Smith']",Crime,['USA'],0,
http://www.boxofficemojo.com/movies/?id=collector09.htm,The Collector,7712114,7/31/09,,475396,"[u'William Prael', u' Diane Ayala Goldner', u' Juan Fern\xe1ndez', u' Josh Stewart']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=collegeroadtrip.htm,College Road Trip,45610425,3/7/08,,810789,['Martin Lawrence'],Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=colombiana.htm,Colombiana,36665854,8/26/11,40000000,1630292,"['Michael Vartan', 'Zoe Saldana']",Action,['France'],0,
http://www.boxofficemojo.com/movies/?id=company.htm,The Company,2283914,12/25/03,15000000,75229,"['Malcolm McDowell', 'Neve Campbell', 'James Franco']",Drama,"['Germany', 'USA']",1,
http://www.boxofficemojo.com/movies/?id=companymen.htm,The Company Men,4441272,1/21/11,15000000,114749,"['Ben Affleck', 'Craig T. Nelson', 'Rosemarie DeWitt', 'Maria Bello', 'Kevin Costner', 'Chris Cooper', 'Tommy Lee Jones']",Drama,"['UK', 'USA']",0,
http://www.boxofficemojo.com/movies/?id=conan3d.htm,Conan the Barbarian,21295021,8/19/11,90000000,2200242,"['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow', 'Sandahl Bergman']",Action,['USA'],0,
http://www.boxofficemojo.com/movies/?id=confessionsofadangerousmind.htm,Confessions of a Dangerous Mind,16007718,12/31/02,30000000,1633162,"['Sam Rockwell', 'Matt Damon*', 'Drew Barrymore', '(Cameo)', 'Brad Pitt*', 'Michael Cera*', 'George Clooney', 'Julia Roberts', 'Rutger Hauer', 'Maggie Gyllenhaal*']",Comedy,"['USA', 'Germany', 'Canada']",0,
http://www.boxofficemojo.com/movies/?id=confessionsofashopaholic.htm,Confessions of a Shopaholic,44277350,2/13/09,,38072,"['Hugh Dancy', 'Isla Fisher']",Comedy,['USA'],1,
http://www.boxofficemojo.com/movies/?id=confessionsofateenagedramaqueen.htm,Confessions of a Teenage Drama Queen,29331068,2/20/04,,792333,"['Lindsay Lohan', 'Megan Fox*']",Comedy,"['USA', 'Germany']",0,
http://www.boxofficemojo.com/movies/?id=confetti.htm,Confetti,228498,9/15/06,,3908918,"['Martin Freeman', 'Jessica Hynes', 'Stephen Mangan', 'Meredith MacNeill']",Comedy,['UK'],1,
http://www.boxofficemojo.com/movies/?id=confidence.htm,Confidence,12251640,4/25/03,15000000,1844828,"['Luis Guzman', 'Donal Logue', 'Rachel Weisz', 'Morris Chestnut', 'Dustin Hoffman', 'Edward Burns', 'Paul Giamatti']",Thriller,"['USA', 'Canada', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=congress.htm,The Congress,137815,8/29/14,,135664,"['Danny Huston', 'Harvey Keitel', 'Kodi Smit-McPhee', 'Robin Wright', 'Jon Hamm', 'Paul Giamatti']",Sci-Fi,"['Israel', 'Germany', 'Poland', 'Luxembourg', 'Belgium', 'France']",0,
http://www.boxofficemojo.com/movies/?id=conjuring.htm,The Conjuring,137400141,7/19/13,20000000,16201474,"['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor', 'Joey King']",Horror,['USA'],0,
http://www.boxofficemojo.com/movies/?id=connieandcarla.htm,Connie and Carla,8085771,4/16/04,27000000,799490,"['Nia Vardalos', 'Toni Collette', 'David Duchovny']",Comedy,['USA'],0,
http://www.boxofficemojo.com/movies/?id=conspirator.htm,The Conspirator,11538204,4/15/11,25000000,204693,"['Norman Reedus', 'James McAvoy', 'Kevin Kline', 'Danny Huston', 'Tom Wilkinson', 'Alexis Bledel', 'Evan Rachel Wood', 'Justin Long', 'Robin Wright Penn']",Drama,['USA'],1,
http://www.boxofficemojo.com/movies/?id=constantgardener.htm,The Constant Gardener,33579797,8/31/05,25000000,10755524,"['Ralph Fiennes', 'Rachel Weisz']",Thriller,"['UK', 'Germany', 'USA', 'China']",1,
http://www.boxofficemojo.com/movies/?id=constantine.htm,Constantine,75976178,2/18/05,100000000,12833131,"['Djimon Hounsou', 'Shia LaBeouf', 'Keanu Reeves', 'Tilda Swinton', 'Rachel Weisz']",Horror,"['USA', 'Germany']",1,
http://www.boxofficemojo.com/movies/?id=contagion.htm,Contagion,75658097,9/9/11,60000000,8640500,"['Matt Damon', 'Sanaa Lathan', 'Laurence Fishburne', 'Kate Winslet', 'Marion Cotillard', 'Jude Law', 'Bryan Cranston', 'Gwyneth Paltrow']",Action,"['USA', 'United Arab Emirates']",1,
http://www.boxofficemojo.com/movies/?id=contraband.htm,Contraband,66528000,1/13/12,25000000,3312446,"['Ben Foster', 'Giovanni Ribisi', 'Kate Beckinsale', 'Diego Luna', 'J.K. Simmons', 'Mark Wahlberg', 'Lukas Haas']",Thriller,"['USA', 'UK', 'France']",1,
