,Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Budget,Genres
995,Insidious Chapter 2,83586447.0,11556462,"Patrick Wilson, Rose Byrne","USA, Canada",0,5000000.0,Horror
996,Lakeview Terrace,39263506.0,790898,"Patrick Wilson, Samuel L. Jackson, Kerry Washington",USA,0,20000000.0,Drama
997,The Conjuring,137400141.0,16201474,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor, Joey King",USA,0,20000000.0,Horror
998,Legion,40168080.0,321524,"Paul Bettany, Charles S. Dutton, Kate Walsh, Tyrese Gibson, Lucas Black, Dennis Quaid",USA,1,26000000.0,Horror
999,Paycheck,53790451.0,4563849,"Paul Giamatti, Aaron Eckhart, Ben Affleck, Uma Thurman","USA, Canada",0,60000000.0,Action
1000,Planet of the Apes,180011740.0,24732707,"Paul Giamatti, Michael Clarke Duncan, Mark Wahlberg, Tim Roth, Helena Bonham Carter",USA,1,100000000.0,Action
1001,Whiplash,13092000.0,2446616,"Paul Reiser, Miles Teller, J.K. Simmons, Melissa Benoist",USA,0,3300000.0,Drama
1002,Over Her Dead Body,7563670.0,6807801,"Paul Rudd, Lake Bell, Jason Biggs, Eva Longoria",USA,0,,Comedy
1003,How Do You Know,30212620.0,1184135,"Paul Rudd, Owen Wilson, Reese Witherspoon, Jack Nicholson",USA,0,120000000.0,Comedy
1004,Mirrors,30691439.0,4716833,"Paula Patton, Kiefer Sutherland","USA, Romania, Germany, Spain, France",0,,Horror
1005,Elegy,3581642.0,490114,"Penelope Cruz, Ben Kingsley",USA,1,,Drama
1006,Sex and the City 2,95347692.0,33336058,"Penelope Cruz, John Corbett, Kristin Davis, Sarah Jessica Parker, Cynthia Nixon, Chris Noth, Kim Cattrall, Alice Eve",USA,1,100000000.0,Comedy
1007,In Good Company,45806659.0,2387804,"Philip Baker Hall, Topher Grace, Clark Gregg, David Paymer, Scarlett Johansson, Ty Burrell*, Marg Helgenberger, Selma Blair, Dennis Quaid",USA,0,,Comedy
1008,The Ides of March,40962534.0,4731759,"Philip Seymour Hoffman, Max Minghella, Jeffrey Wright, Marisa Tomei, Ryan Gosling, Evan Rachel Wood, George Clooney, Paul Giamatti",USA,0,,Thriller
1009,25th Hour,13084595.0,940502,"Philip Seymour Hoffman, Rosario Dawson, Edward Norton, Brian Cox, Barry Pepper, Anna Paquin",USA,1,5000000.0,Drama
1010,Cheaper by the Dozen 2,82571173.0,11100702,"Piper Perabo, Eugene Levy, Steve Martin, Bonnie Hunt, Hilary Duff, Taylor Lautner*, Tom Welling","USA, Canada",0,,Comedy
1011,Because I Said So,42674040.0,1990471,"Piper Perabo, Gabriel Macht, Stephen Collins, Tom Everett Scott, Lauren Graham, Mandy Moore, Diane Keaton",USA,0,,Comedy
1012,The Prestige,53089891.0,6837491,"Piper Perabo, Hugh Jackman, Christian Bale, Scarlett Johansson, David Bowie, Rebecca Hall, Michael Caine, Jamie Harris*","USA, UK",1,40000000.0,Drama
1013,The Cave,15007991.0,2985547,"Piper Perabo, Morris Chestnut, Lena Headey, Cole Hauser","USA, Germany",1,,Horror
1014,Cheaper by the Dozen,138614544.0,12950898,"Piper Perabo, Steve Martin, Bonnie Hunt, Hilary Duff, Ashton Kutcher, Tom Welling",USA,0,40000000.0,Comedy
1015,Carrie,35266619.0,2893937,"Portia Doubleday, Judy Greer, Julianne Moore, Gabriella Wilde, Chloe Moretz, Ansel Elgort",USA,0,30000000.0,Horror
1016,"Big Mommas: Like Father, Like Son",37915414.0,8340294,"Portia Doubleday, Martin Lawrence, Ken Jeong*, Brandon T. Jackson, Ana Ortiz, Jessica Lucas",USA,0,32000000.0,Action
1017,Youth in Revolt,15281286.0,2975566,"Portia Doubleday, Steve Buscemi, Fred Willard, Zach Galifianakis, Michael Cera, Justin Long, Rooney Mara, Ray Liotta",USA,0,18000000.0,Comedy
1018,Last Holiday,38399961.0,2074459,Queen Latifah,USA,0,45000000.0,Comedy
1019,Annie,85911262.0,11429478,"Quvenzhane Wallis, Bobby Cannavale, Rose Byrne, Jamie Foxx, Cameron Diaz",USA,0,65000000.0,Drama
1020,Beasts of the Southern Wild,12795746.0,1171452,"Quvenzhane Wallis, Dwight Henry",USA,0,,Drama
1021,Just Go With It,103028109.0,9287544,"Rachel Dratch*, Adam Sandler, Jennifer Aniston, Nick Swardson, Minka Kelly*, Allen Covert*, Brooklyn Decker, Nicole Kidman",USA,0,80000000.0,Comedy
1022,Red Eye,57891803.0,6460784,"Rachel McAdams, Cillian Murphy, Brian Cox",USA,1,26000000.0,Thriller
1023,The Family Stone,60062868.0,2122771,"Rachel McAdams, Claire Danes, Craig T. Nelson, Sarah Jessica Parker, Luke Wilson, Diane Keaton, Dermot Mulroney",USA,0,18000000.0,Comedy
1024,Sherlock Holmes,209028679.0,39795286,"Rachel McAdams, Eddie Marsan, Jude Law, Robert Downey, Jr., Mark Strong","USA, Germany",1,90000000.0,Adventure
1025,Wedding Crashers,209255921.0,23155572,"Rachel McAdams, Vince Vaughn, (Cameo), Will Ferrell*, Jane Seymour, Owen Wilson, Christopher Walken, Isla Fisher, Bradley Cooper",USA,1,40000000.0,Comedy
1026,The Host,2201923.0,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,40000000.0,Thriller
1027,The Host,2201923.0,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,40000000.0,Horror
1028,The Host,2201923.0,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,,Thriller
1029,The Host,2201923.0,251144,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre","USA, Switzerland",1,,Horror
1030,The Host,26627201.0,5372492,"William Hurt, Bokeem Woodbine, Diane Kruger, Max Irons, Saoirse Ronan","USA, Switzerland",1,40000000.0,Thriller
1031,The Host,26627201.0,5372492,"William Hurt, Bokeem Woodbine, Diane Kruger, Max Irons, Saoirse Ronan","USA, Switzerland",1,40000000.0,Horror
1032,The Host,26627201.0,5372492,"William Hurt, Bokeem Woodbine, Diane Kruger, Max Irons, Saoirse Ronan","USA, Switzerland",1,,Thriller
1033,The Host,26627201.0,5372492,"William Hurt, Bokeem Woodbine, Diane Kruger, Max Irons, Saoirse Ronan","USA, Switzerland",1,,Horror
1034,The Crazies,39123589.0,4889087,"Radha Mitchell, Danielle Panabaker, Timothy Olyphant","USA, United Arab Emirates",0,20000000.0,Horror
1035,The Last Mimzy,21471047.0,1822936,"Rainn Wilson, Joely Richardson, Michael Clarke Duncan, Timothy Hutton",USA,1,,Family
1036,The Grand Budapest Hotel,59100318.0,18509536,"Ralph Fiennes, Jeff Goldblum, Edward Norton, Adrien Brody, Lea Seydoux, Owen Wilson, Harvey Keitel, Tilda Swinton, Bill Murray, Tom Wilkinson, Jude Law, Willem Dafoe, Jason Schwartzman, Saoirse Ronan","USA, Germany, UK",1,,Comedy
1037,Wallace and Gromit: The Curse of the Were-Rabbit,56110897.0,56812849,"Ralph Fiennes*, (Voice), Helena Bonham Carter",USA,1,30000000.0,Animation
1038,The Social Network,96962694.0,616663,"Rashida Jones, Andrew Garfield, Jesse Eisenberg, Max Minghella, Justin Timberlake, Armie Hammer, Rooney Mara",USA,1,40000000.0,Comedy
1039,Friends with Benefits,55802754.0,10220125,"Rashida Jones*, Andy Samberg*, Patricia Clarkson, Woody Harrelson, Mila Kunis, Richard Jenkins, Emma Stone*, Jenna Elfman, Justin Timberlake, Jason Segel*",USA,0,35000000.0,Comedy
1040,The Book of Eli,94835059.0,6294247,"Ray Stevenson, Gary Oldman, Denzel Washington, Mila Kunis",USA,1,80000000.0,Action
1041,Miss Congeniality 2: Armed and Fabulous,48478006.0,10121539,"Regina King, Sandra Bullock, William Shatner, Elisabeth Rohm*","USA, Australia",0,,Action
1042,"Yours, Mine and Ours",53412862.0,2390452,"Rene Russo, Dennis Quaid",USA,0,45000000.0,Comedy
1043,Greenberg,4234170.0,420341,"Rhys Ifans, Greta Gerwig, Juno Temple, Ben Stiller, Chris Messina, Jennifer Jason Leigh",USA,1,,Comedy
1044,Vanity Fair,16136476.0,1554653,"Rhys Ifans, Reese Witherspoon, Jim Broadbent, Jonathan Rhys Meyers, Tom Sturridge*, Romola Garai","USA, UK, India",1,23000000.0,Drama
1045,Sanctum,23209310.0,3244219,"Rhys Wakefield, Richard Roxburgh, Ioan Gruffudd","USA, Australia",1,30000000.0,Thriller
1046,Piranha 3D,25003155.0,6903929,"Richard Dreyfuss, Christopher Lloyd, Adam Scott, Elizabeth Shue, ""Jerry OConnell"", Eli Roth*, Ving Rhames",USA,0,24000000.0,Horror
1047,Killing Them Softly,15026056.0,4413834,"Richard Jenkins, Brad Pitt, James Gandolfini, Ray Liotta",USA,0,15000000.0,Thriller
1048,Hall Pass,45060734.0,5206774,"Richard Jenkins, Christina Applegate, Owen Wilson, Jason Sudeikis, Jenna Fischer",USA,0,36000000.0,Comedy
1049,The Rum Diary,13109815.0,2499158,"Richard Jenkins, Johnny Depp, Giovanni Ribisi, Amber Heard, Aaron Eckhart",USA,0,45000000.0,Adventure
1050,The Station Agent,5739376.0,903919,"Richard Kind, Patricia Clarkson, Michelle Williams*, Peter Dinklage, Bobby Cannavale, John Slattery*",USA,0,,Drama
1051,Cinderella,187178992.0,22231214,"Richard Madden, Helena Bonham Carter, Cate Blanchett, Stellan Skarsgard, Lily James, Hayley Atwell",USA,1,95000000.0,Fantasy
1052,Muppets Most Wanted,51183113.0,12698743,"Ricky Gervais, Ty Burrell, Tina Fey",USA,1,50000000.0,Comedy
1053,Cabin Fever,21158188.0,4792578,"Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent",USA,0,1500000.0,Horror
1054,Marie Antoinette,15962471.0,1727858,"Rip Torn, Kirsten Dunst, Steve Coogan, Tom Hardy*, Judy Davis, Rose Byrne, Jason Schwartzman","USA, France, Japan",1,40000000.0,Drama
1055,Sex Tape,38543473.0,7146281,"Rob Lowe, Rob Corddry, Jason Segel, Cameron Diaz, Ellie Kemper",USA,0,40000000.0,Comedy
1056,21 Jump Street,138447667.0,16045775,"Rob Riggle, Dave Franco, (Cameo), Ellie Kemper, Brie Larson, Chris Parnell*, Jonah Hill, Ice Cube, Jake Johnson*, Channing Tatum, Johnny Depp*",USA,0,42000000.0,Action
1057,Going the Distance,17804299.0,2124322,"Rob Riggle, Kristen Schaal, Drew Barrymore, Jason Sudeikis, Ron Livingston, Christina Applegate, Kelli Garner, Natalie Morales, Justin Long, Jim Gaffigan, Charlie Day",USA,0,32000000.0,Comedy
1058,Unaccompanied Minors,16655224.0,2102515,"Rob Riggle, Kristen Wiig, Wilmer Valderrama",USA,0,25000000.0,Comedy
1059,Killers,47059963.0,4891812,"Rob Riggle, ""Catherine OHara"", Tom Selleck, Katherine Heigl, Ashton Kutcher",USA,0,75000000.0,Action
1060,Furry Vengeance,17630465.0,4774224,"Rob Riggle*, Brendan Fraser, (Cameo)","USA, United Arab Emirates",0,35000000.0,Comedy
1061,Step Brothers,100468793.0,12553039,"Rob Riggle*, John C. Reilly, Will Ferrell, Adam Scott, Mary Steenburgen, Richard Jenkins, Seth Rogen*, (Cameo)",USA,0,65000000.0,Comedy
1062,Talladega Nights: The Ballad of Ricky Bobby,148213377.0,6272154,"Rob Riggle*, John C. Reilly, Will Ferrell, Michael Clarke Duncan, Sacha Baron Cohen, Jane Lynch, Gary Cole, Amy Adams",USA,1,72500000.0,Comedy
1063,22 Jump Street,191719337.0,31490585,"Rob Riggle*, Peter Stormare, Channing Tatum, Nick Offerman, Jonah Hill, Ice Cube, Dave Franco*",USA,0,50000000.0,Action
1064,Big Miracle,20157300.0,955897,"Rob Riggle*, Ted Danson, Drew Barrymore, Kristen Bell, Tim Blake Nelson, John Krasinski, Stephen Root, Dermot Mulroney","USA, UK",0,40000000.0,Drama
1065,Lucky You,5758950.0,278368,"Robert Downey, Jr.*, Eric Bana, Drew Barrymore, Debra Messing, Robert Duvall","USA, Germany, Australia",0,,Drama
1066,The Descendants,82584160.0,12929006,"Robert Forster, Judy Greer, Beau Bridges, Matthew Lillard, Shailene Woodley, George Clooney",USA,0,,Comedy
1067,Water for Elephants,58709717.0,6168676,"Robert Pattinson, Christoph Waltz, Reese Witherspoon, Hal Holbrook, James Frain",USA,1,38000000.0,Drama
1068,Remember Me,19068240.0,5494638,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Pierce Brosnan",USA,1,16000000.0,Romance
1069,The Twilight Saga: New Moon,296623634.0,43409449,"Robert Pattinson, Peter Facinelli, Billy Burke, Michael Sheen, Taylor Lautner, Anna Kendrick*, Jackson Rathbone, Dakota Fanning*, Elizabeth Reaser, Cam Gigandet*, Kellan Lutz, Ashley Greene, Kristen Stewart",USA,1,50000000.0,Romance
1070,The Twilight Saga: Breaking Dawn Part 1,281287133.0,48806194,"Robert Pattinson, Peter Facinelli, Billy Burke, Taylor Lautner, Anna Kendrick*, Michael Sheen*, Jackson Rathbone, Elizabeth Reaser, Maggie Grace*, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,110000000.0,Romance
1071,The Twilight Saga: Eclipse,300531751.0,45709785,"Robert Pattinson, Peter Facinelli, Billy Burke, Taylor Lautner, Bryce Dallas Howard*, Anna Kendrick*, Jackson Rathbone, Xavier Samuel, Cameron Bright*, Elizabeth Reaser, Catalina Sandino Moreno*, Sarah Clarke*, Dakota Fanning, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,68000000.0,Romance
1072,The Twilight Saga: Breaking Dawn Part 2,292324737.0,57946291,"Robert Pattinson, Peter Facinelli, Michael Sheen, Billy Burke, Maggie Grace, Taylor Lautner, Jackson Rathbone, Dakota Fanning, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,120000000.0,Romance
1073,Twilight,192769854.0,16305715,"Robert Pattinson, Peter Facinelli, Nikki Reed*, Billy Burke, Cam Gigandet, Anna Kendrick*, Taylor Lautner*, Elizabeth Reaser, Sarah Clarke*, Kellan Lutz*, Jackson Rathbone*, Ashley Greene, Kristen Stewart",USA,1,37000000.0,Romance
1074,All Is Lost,6263670.0,1259533,Robert Redford,USA,0,,Drama
1075,The Big Wedding,21819348.0,1981441,"Robin Williams, Ben Barnes, Topher Grace, Susan Sarandon, Amanda Seyfried, Diane Keaton, Katherine Heigl, Robert DeNiro",USA,1,35000000.0,Comedy
1076,Night at the Museum: Secret of the Tomb,250863268.0,17738132,"Robin Williams, Ben Kingsley, Dick Van Dyke, Ricky Gervais, Steve Coogan, Owen Wilson, Ben Stiller, Rebel Wilson, Dan Stevens","USA, UK",1,127000000.0,Adventure
1077,Robots,128200012.0,23436586,"Robin Williams, Halle Berry, Ewan McGregor, Stanley Tucci*, Greg Kinnear, (Voice), Jennifer Coolidge*, Jim Broadbent, Paul Giamatti*, Amanda Bynes",USA,1,75000000.0,Animation
1078,Lee Daniels' The Butler,116632095.0,6804034,"Robin Williams, Jane Fonda, David Oyelowo, Forest Whitaker, Mariah Carey*, Lenny Kravitz, Oprah Winfrey, Liev Schreiber, Minka Kelly*, Terrence Howard, James Marsden, John Cusack, Cuba Gooding, Jr., Vanessa Redgrave, Alex Pettyfer*, Alan Rickman",USA,1,30000000.0,Drama
1079,License to Wed,43799818.0,1902964,"Robin Williams, John Krasinski, Mindy Kaling, Mandy Moore","USA, Australia",0,,Comedy
1080,August Rush,31664162.0,1563734,"Robin Williams, Keri Russell, Freddie Highmore, Jonathan Rhys Meyers, Terrence Howard",USA,1,,Drama
1081,Night at the Museum,250863268.0,40838600,"Robin Williams, Mickey Rooney, Dick Van Dyke, Owen Wilson, Steve Coogan, Bill Cobbs, Ricky Gervais, Ben Stiller, Carla Gugino","USA, UK",1,,Adventure
1082,The Night Listener,7836393.0,1341506,"Robin Williams, Toni Collette",USA,0,,Thriller
1083,Moneyball,75605492.0,1299055,"Robin Wright Penn, Philip Seymour Hoffman, Brad Pitt, Chris Pratt, Jonah Hill, Tammy Blanchard*",USA,0,50000000.0,Drama
1084,One Day,13843771.0,12527080,"Romola Garai, Jim Sturgess, Anne Hathaway, Patricia Clarkson","USA, UK",1,15000000.0,Romance
1085,The Time Traveler's Wife,63414846.0,12171979,"Ron Livingston, Eric Bana, Rachel McAdams",USA,0,39000000.0,Romance
1086,Hellboy,59623958.0,5601927,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans",USA,1,66000000.0,Action
1087,Side Effects,32172757.0,7595556,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",USA,1,,Thriller
1088,Act of Valor,70012847.0,837022,"Rorke Denver, Dave, Sonny, Weimy",USA,0,12000000.0,Thriller
1089,Scream 4,38180928.0,9099365,"Rory Culkin, Hayden Panettiere, Kristen Bell*, Adam Brody, Marley Shelton*, Mary McDonnell*, Anthony Anderson, Neve Campbell, Aimee Teegarden*, Anna Paquin*, Alison Brie, Courteney Cox, Emma Roberts, David Arquette",USA,0,40000000.0,Horror
1090,Shattered Glass,2220008.0,337281,"Rosario Dawson, Hank Azaria, Steve Zahn, Hayden Christensen, Chloe Sevigny, Peter Sarsgaard","USA, Canada",0,,Drama
1091,Clerks II,24148068.0,919288,"Rosario Dawson, Jason Mewes, (Cameo), Ben Affleck*, Kevin Smith",USA,0,5000000.0,Comedy
1092,Seven Pounds,69951824.0,8147094,"Rosario Dawson, Michael Ealy, Barry Pepper, Woody Harrelson, Will Smith",USA,0,55000000.0,Drama
1093,The Game Plan,90648202.0,8477553,"Roselyn Sanchez, Kyra Sedgwick, The Rock, Morris Chestnut, Bebe Neuwirth",USA,0,,Comedy
1094,Johnny English Reborn,8305970.0,33096980,"Rowan Atkinson, Rosamund Pike, Dominic West, Gillian Anderson","USA, France, UK",1,45000000.0,Action
1095,The Legend of Zorro,46464023.0,7082711,"Rufus Sewell, Antonio Banderas, Catherine Zeta-Jones",USA,1,75000000.0,Adventure
1096,The Holiday,63224849.0,23942753,"Rufus Sewell, Jack Black, Cameron Diaz, Kate Winslet, Edward Burns, John Krasinski, Shannyn Sossamon*, Jude Law",USA,1,85000000.0,Comedy
1097,Abraham Lincoln: Vampire Hunter,37519139.0,3870551,"Rufus Sewell, Mary Elizabeth Winstead, Marton Csokas, Benjamin Walker, Dominic Cooper, Anthony Mackie",USA,1,69000000.0,Horror
1098,Body of Lies,39394666.0,4419345,"Russell Crowe, Leonardo DiCaprio, Mark Strong","USA, UK",1,70000000.0,Drama
1099,Master and Commander: The Far Side of the World,93927920.0,13265370,"Russell Crowe, Paul Bettany",USA,1,150000000.0,War
1100,Cinderella Man,61649911.0,4178054,"Russell Crowe, Renee Zellweger, Rosemarie DeWitt*, Paul Giamatti",USA,0,88000000.0,Drama
1101,The Rite,33047633.0,2544156,"Rutger Hauer, Alice Braga, Anthony Hopkins, Ciaran Hinds, ""Colin ODonoghue""","USA, Hungary, Italy",1,37000000.0,Thriller
1102,The Lone Ranger,89302115.0,7109260,"Ruth Wilson, Helena Bonham Carter, James Badge Dale, Tom Wilkinson, William Fichtner, Barry Pepper, Johnny Depp, Armie Hammer",USA,1,215000000.0,Western
1103,Saving Mr. Banks,83301580.0,7101128,"Ruth Wilson, Rachel Griffiths, Tom Hanks, Colin Farrell, Bradley Whitford, Emma Thompson, Jason Schwartzman, Paul Giamatti","USA, UK, Australia",1,35000000.0,Drama
1104,Drive,35060689.0,4693696,"Ryan Gosling, Oscar Isaac, Albert Brooks, Carey Mulligan, Ron Perlman, Bryan Cranston, Christina Hendricks",USA,1,15000000.0,Action
1105,Lars and the Real Girl,5972884.0,891507,Ryan Gosling,"USA, Canada",0,12000000.0,Comedy
1106,Step Up Revolution,35074677.0,4206880,"Ryan Guzman, Kathryn McCormick",USA,0,33000000.0,Drama
1107,Step Up All In,14904384.0,2020045,Ryan Guzman,USA,0,,Drama
1108,Due Date,100539043.0,16344250,"RZA*, Danny McBride*, Michelle Monaghan, Juliette Lewis, Charlie Sheen*, Jamie Foxx, Zach Galifianakis, Robert Downey, Jr.",USA,0,65000000.0,Comedy
1109,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,128505958.0,46071934,Sacha Baron Cohen,"USA, UK",0,18000000.0,Comedy
1110,Bruno,60054530.0,25793264,Sacha Baron Cohen,USA,0,,Comedy
1111,Blue Jasmine,33405481.0,8367912,"Sally Hawkins, Louis C.K., Cate Blanchett, Bobby Cannavale, Alec Baldwin, Michael Stuhlbarg, Peter Sarsgaard",USA,1,,Comedy
1112,Here Comes the Boom,45290318.0,1388514,"Salma Hayek, Kevin James, Henry Winkler",USA,0,,Comedy
1113,The Quiet Ones,8509867.0,2705349,"Sam Claflin, Jared Harris, Olivia Cooke","USA, UK",1,,Horror
1114,The Hitchhiker's Guide to the Galaxy,51085416.0,20349279,"Sam Rockwell, Bill Nighy, Warwick Davis*, (Voice), Martin Freeman, Mos Def, Alan Rickman*, Zooey Deschanel, John Malkovich","USA, UK",1,50000000.0,Comedy
1115,The Assassination of Jesse James by the Coward Robert Ford,3909149.0,1725347,"Sam Rockwell, Brad Pitt, Zooey Deschanel, Casey Affleck, Jeremy Renner","USA, Canada, UK",0,30000000.0,Western
1116,Choke,2926565.0,255520,"Sam Rockwell, Clark Gregg, Kelly Macdonald, Anjelica Huston",USA,1,,Comedy
1117,Confessions of a Dangerous Mind,16007718.0,1633162,"Sam Rockwell, Matt Damon*, Drew Barrymore, (Cameo), Brad Pitt*, Michael Cera*, George Clooney, Julia Roberts, Rutger Hauer, Maggie Gyllenhaal*","USA, Germany, Canada",0,30000000.0,Comedy
1118,The Sitter,30441326.0,3862166,"Sam Rockwell, Max Records, Method Man, Jonah Hill, Ari Graynor",USA,0,25000000.0,Comedy
1119,"The Way, Way Back",21506546.0,2405782,"Sam Rockwell, Maya Rudolph, Allison Janney, AnnaSophia Robb, Toni Collette, Amanda Peet, Steve Carell, Liam James",USA,0,,Comedy
1120,Conviction,6783129.0,442904,"Sam Rockwell, Melissa Leo, Juliette Lewis, Hilary Swank, Peter Gallagher, Clea DuVall, Minnie Driver",USA,1,12500000.0,Drama
1121,Matchstick Men,36906460.0,2235422,"Sam Rockwell, Nicolas Cage",USA,0,,Crime
1122,Wrath of the Titans,83670083.0,12364609,"Sam Worthington, Bill Nighy, Ralph Fiennes, Danny Huston*, Edgar Ramirez, Toby Kebbell, Liam Neeson, Rosamund Pike","USA, Spain",1,150000000.0,Fantasy
1123,Man on a Ledge,18620000.0,3930164,"Sam Worthington, Elizabeth Banks, Edward Burns, Ed Harris, Kyra Sedgwick, Jamie Bell, Anthony Mackie",USA,1,42000000.0,Thriller
1124,Avatar,749766139.0,150025197,"Sam Worthington, Giovanni Ribisi, Michelle Rodriguez, Joel David Moore, Sigourney Weaver, Zoe Saldana","USA, UK",0,,Adventure
1125,Sabotage,10508518.0,844654,"Sam Worthington, Josh Holloway, Arnold Schwarzenegger, Joe Manganiello, Harold Perrineau, Olivia Williams, Malin Akerman, Terrence Howard",USA,1,,Action
1126,Last Night,98986.0,258250,"Sam Worthington, Keira Knightley, Eva Mendes","USA, France",1,,Romance
1127,The Debt,31177548.0,2386097,"Sam Worthington, Marton Csokas, Jesper Christensen, Tom Wilkinson, Helen Mirren, Ciaran Hinds, Jessica Chastain","USA, UK, Hungary, Israel",1,20000000.0,Drama
1128,Coach Carter,67264877.0,3005306,"Samuel L. Jackson, Channing Tatum, Ashanti Douglas","USA, Germany",0,30000000.0,Drama
1129,Basic,26793311.0,994736,"Samuel L. Jackson, John Travolta, Giovanni Ribisi","USA, Germany",0,,Thriller
1130,Twisted,25198598.0,488602,"Samuel L. Jackson, Philip Kaufman, Ashley Judd","USA, Germany",0,50000000.0,Thriller
1131,Iron Man,318412101.0,1891944,"Samuel L. Jackson*, Clark Gregg, (Voice), Jeff Bridges, Jon Favreau*, Paul Bettany*, Terrence Howard, Gwyneth Paltrow, Robert Downey, Jr., (Cameo)",USA,0,140000000.0,Action
1132,Out of Time,41088845.0,2498081,"Sanaa Lathan, Eva Mendes, Denzel Washington",USA,0,50000000.0,Thriller
1133,The Best Man Holiday,70525195.0,731738,"Sanaa Lathan, Harold Perrineau, Regina Hall, Taye Diggs, Morris Chestnut, Terrence Howard, Nia Long",USA,0,17000000.0,Comedy
1134,The Proposal,163958031.0,19239235,"Sandra Bullock, Betty White, Craig T. Nelson, Malin Akerman, Mary Steenburgen, Ryan Reynolds",USA,0,40000000.0,Comedy
1135,Gravity,274092705.0,53115202,"Sandra Bullock, George Clooney","USA, UK",0,100000000.0,Thriller
1136,The Lake House,52330111.0,5278471,"Sandra Bullock, Keanu Reeves","USA, Australia",0,40000000.0,Romance
1137,Extremely Loud & Incredibly Close,31847881.0,1099134,"Sandra Bullock, Viola Davis, Tom Hanks, John Goodman, Max von Sydow, Jeffrey Wright, Thomas Horn, James Gandolfini",USA,0,,Drama
1138,Shark Night 3D,18877153.0,1456643,"Sara Paxton, Katherine McPhee, Donal Logue, Joel David Moore",USA,0,25000000.0,Horror
1139,Smart People,9511289.0,400097,"Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Dennis Quaid",USA,0,,Comedy
1140,The Grudge,110359362.0,14417632,Sarah Michelle Gellar,"USA, Japan",0,10000000.0,Horror
1141,Dawn of the Dead,59020957.0,10082684,"Sarah Polley, Ty Burrell, Mekhi Phifer, Ving Rhames, Jake Weber","USA, Canada, Japan, France",0,26000000.0,Horror
1142,In Search of a Midnight Kiss,172605.0,401614,"Scoot McNairy, Sara Simmonds, Brian McGuire, Kathleen Luong",USA,0,,Romance
1143,Meet Dave,11803254.0,3344166,"Scott Caan, Eddie Murphy, Elizabeth Banks, Kevin Hart, Ed Helms, Gabrielle Union",USA,0,60000000.0,Comedy
1144,The Bourne Legacy,113203870.0,17492618,"Scott Glenn*, Edward Norton, David Strathairn*, Joan Allen*, Albert Finney*, Oscar Isaac, Jeremy Renner, Rachel Weisz","USA, Japan",1,125000000.0,Action
1145,The Strangers,52597610.0,7804867,"Scott Speedman, Liv Tyler",USA,0,9000000.0,Thriller
1146,Skyline,21393620.0,4318687,"Scottie Thompson, Crystal Reed, David Zayas, Brittany Daniel, Eric Balfour, Donald Faison",USA,0,10000000.0,Thriller
1147,Jupiter Ascending,47248274.0,6551281,"Sean Bean, Gugu Mbatha-Raw, Eddie Redmayne, Channing Tatum, Mila Kunis","USA, UK",1,176000000.0,Sci-Fi
1148,Flightplan,89707299.0,11046764,"Sean Bean, Jodie Foster, Erika Christensen, Peter Sarsgaard",USA,1,,Thriller
1149,Mirror Mirror,64935167.0,11908879,"Sean Bean, Lily Collins, Nathan Lane, Julia Roberts, Armie Hammer","USA, Canada",1,85000000.0,Fantasy
1150,The Hitcher,16472961.0,1084742,"Sean Bean, Sophia Bush",USA,1,,Horror
1151,The League of Extraordinary Gentlemen,66465204.0,12603037,Sean Connery,"USA, Germany, Czech Republic, UK",0,78000000.0,Adventure
1152,Never Back Down,24850922.0,4281726,"Sean Faris, Amber Heard, Djimon Hounsou, Cam Gigandet",USA,0,20000000.0,Action
1153,The Three Stooges,44338224.0,2537705,"Sean Hayes, Sofia Vergara, Jennifer Hudson, Larry David, Chris Diamantopoulos, Jane Lynch, Kate Upton, Will Sasso",USA,0,30000000.0,Comedy
1154,Win a Date with Tad Hamilton!,17071962.0,971738,"Sean Hayes, Topher Grace, Ginnifer Goodwin, Nathan Lane, Josh Duhamel, Gary Cole, Kate Bosworth",USA,0,22000000.0,Comedy
1155,Meet the Spartans,38233676.0,6423181,"Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo",USA,0,,Comedy
